-3.14159   0.000198016   -1.00095   -1.22465e-16   -1
-2.95234   -0.188047   -0.982541   -0.188125   -0.982145
-2.76309   -0.369503   -0.929375   -0.369532   -0.929218
-2.57383   -0.537733   -0.843167   -0.537743   -0.843109
-2.38458   -0.686748   -0.726912   -0.686751   -0.726892
-2.19533   -0.811235   -0.584725   -0.811236   -0.584719
-2.00608   -0.906751   -0.421667   -0.906752   -0.421665
-1.81682   -0.969887   -0.243554   -0.969887   -0.243554
-1.62757   -0.998389   -0.0567454   -0.998389   -0.0567453
-1.43832   -0.991238   0.13209   -0.991238   0.13209
-1.24907   -0.94869   0.316208   -0.94869   0.316208
-1.05981   -0.872265   0.489034   -0.872265   0.489034
-0.870562   -0.764691   0.644397   -0.764691   0.644397
-0.681309   -0.629811   0.776749   -0.629811   0.776749
-0.492057   -0.47244   0.881363   -0.47244   0.881363
-0.302804   -0.298198   0.954504   -0.298198   0.954504
-0.113552   -0.113308   0.99356   -0.113308   0.99356
0.075701   0.0756287   0.997136   0.0756287   0.997136
0.264954   0.261864   0.965105   0.261864   0.965105
0.454206   0.438749   0.89861   0.438749   0.89861
0.643459   0.599966   0.800025   0.599966   0.800025
0.832711   0.739758   0.672873   0.739758   0.672873
1.02196   0.853134   0.521692   0.853134   0.521692
1.21122   0.936045   0.351881   0.936045   0.351881
1.40047   0.985529   0.169505   0.985529   0.169505
1.58972   0.999821   -0.0189242   0.999821   -0.0189241
1.77897   0.978409   -0.206678   0.978409   -0.206677
1.96823   0.922058   -0.387052   0.922059   -0.38705
2.15748   0.832781   -0.553607   0.832782   -0.553602
2.34673   0.713764   -0.7004   0.713766   -0.700384
2.53598   0.569254   -0.822203   0.569262   -0.822156
2.72524   0.404407   -0.914698   0.40443   -0.914569
2.91449   0.225092   -0.974653   0.225156   -0.974323
3.10374   0.0376764   -1.00008   0.0378415   -0.999284
3.29299   -0.15073   -0.989034   -0.150824   -0.988561
3.48225   -0.334069   -0.942726   -0.334104   -0.942536
3.6715   -0.505441   -0.862925   -0.505453   -0.862854
3.86075   -0.658749   -0.752384   -0.658753   -0.75236
4.05   -0.788527   -0.615006   -0.788528   -0.614998
4.23926   -0.890145   -0.455678   -0.890146   -0.455676
4.42851   -0.959976   -0.280082   -0.959976   -0.280081
4.61776   -0.995526   -0.0944853   -0.995526   -0.0944851
4.80702   -0.995526   0.0944851   -0.995526   0.0944851
4.99627   -0.959976   0.280081   -0.959976   0.280081
5.18552   -0.890146   0.455676   -0.890146   0.455676
5.37477   -0.788528   0.614998   -0.788528   0.614998
5.56403   -0.658753   0.75236   -0.658753   0.75236
5.75328   -0.505453   0.862854   -0.505453   0.862854
5.94253   -0.334104   0.942536   -0.334104   0.942536
6.13178   -0.150824   0.988561   -0.150824   0.988561
6.32104   0.0378415   0.999284   0.0378415   0.999284
6.51029   0.225156   0.974323   0.225156   0.974323
6.69954   0.40443   0.914569   0.40443   0.914569
6.88879   0.569262   0.822156   0.569262   0.822156
7.07805   0.713766   0.700384   0.713766   0.700384
7.2673   0.832782   0.553602   0.832782   0.553602
7.45655   0.922059   0.38705   0.922059   0.38705
7.6458   0.978409   0.206677   0.978409   0.206677
7.83506   0.999821   0.0189241   0.999821   0.0189241
8.02431   0.985529   -0.169505   0.985529   -0.169505
8.21356   0.936045   -0.351882   0.936045   -0.351881
8.40281   0.853134   -0.521695   0.853134   -0.521692
8.59207   0.739757   -0.672885   0.739758   -0.672873
8.78132   0.59996   -0.800064   0.599966   -0.800025
8.97057   0.43873   -0.898716   0.438749   -0.89861
9.15982   0.261812   -0.96538   0.261864   -0.965105
9.34908   0.0754914   -0.997808   0.0756287   -0.997136
9.53833   -0.113194   -0.994125   -0.113308   -0.99356
9.72758   -0.298155   -0.954733   -0.298198   -0.954504
9.91683   -0.472424   -0.88145   -0.47244   -0.881363
10.1061   -0.629805   -0.77678   -0.629811   -0.776749
10.2953   -0.76469   -0.644407   -0.764691   -0.644397
10.4846   -0.872264   -0.489037   -0.872265   -0.489034
10.6738   -0.94869   -0.316208   -0.94869   -0.316208
10.8631   -0.991238   -0.13209   -0.991238   -0.13209
11.0524   -0.998389   0.0567452   -0.998389   0.0567453
11.2416   -0.969887   0.243554   -0.969887   0.243554
11.4309   -0.906752   0.421665   -0.906752   0.421665
11.6201   -0.811236   0.584719   -0.811236   0.584719
11.8094   -0.686751   0.726892   -0.686751   0.726892
11.9986   -0.537743   0.843109   -0.537743   0.843109
12.1879   -0.369532   0.929218   -0.369532   0.929218
12.3771   -0.188125   0.982145   -0.188125   0.982145
12.5664   0   1   -4.89859e-16   1
12.7556   0.188125   0.982145   0.188125   0.982145
