12.9449   0.369532   0.929218   0.369532   0.929218
13.1341   0.537743   0.843109   0.537743   0.843109
13.3234   0.686751   0.726892   0.686751   0.726892
13.5126   0.811236   0.584719   0.811236   0.584719
13.7019   0.906752   0.421665   0.906752   0.421665
13.8911   0.969887   0.243554   0.969887   0.243554
14.0804   0.998389   0.0567452   0.998389   0.0567453
14.2696   0.991238   -0.13209   0.991238   -0.13209
14.4589   0.94869   -0.316208   0.94869   -0.316208
14.6481   0.872264   -0.489037   0.872265   -0.489034
14.8374   0.76469   -0.644407   0.764691   -0.644397
15.0267   0.629805   -0.77678   0.629811   -0.776749
15.2159   0.472424   -0.88145   0.47244   -0.881363
15.4052   0.298155   -0.954733   0.298198   -0.954504
15.5944   0.113194   -0.994125   0.113308   -0.99356
15.7837   -0.0754914   -0.997808   -0.0756287   -0.997136
15.9729   -0.261812   -0.96538   -0.261864   -0.965105
16.1622   -0.43873   -0.898716   -0.438749   -0.89861
16.3514   -0.59996   -0.800064   -0.599966   -0.800025
16.5407   -0.739757   -0.672885   -0.739758   -0.672873
16.7299   -0.853134   -0.521695   -0.853134   -0.521692
16.9192   -0.936045   -0.351882   -0.936045   -0.351881
17.1084   -0.985529   -0.169505   -0.985529   -0.169505
17.2977   -0.999821   0.0189241   -0.999821   0.0189241
17.4869   -0.978409   0.206677   -0.978409   0.206677
17.6762   -0.922059   0.38705   -0.922059   0.38705
17.8654   -0.832782   0.553602   -0.832782   0.553602
18.0547   -0.713766   0.700384   -0.713766   0.700384
18.2439   -0.569262   0.822156   -0.569262   0.822156
18.4332   -0.40443   0.914569   -0.40443   0.914569
18.6225   -0.225156   0.974323   -0.225156   0.974323
18.8117   -0.0378415   0.999284   -0.0378415   0.999284
19.001   0.150824   0.988561   0.150824   0.988561
19.1902   0.334104   0.942536   0.334104   0.942536
19.3795   0.505453   0.862854   0.505453   0.862854
19.5687   0.658753   0.75236   0.658753   0.75236
19.758   0.788528   0.614998   0.788528   0.614998
19.9472   0.890146   0.455676   0.890146   0.455676
20.1365   0.959976   0.280081   0.959976   0.280081
20.3257   0.995526   0.0944851   0.995526   0.0944851
20.515   0.995526   -0.0944853   0.995526   -0.0944851
20.7042   0.959976   -0.280082   0.959976   -0.280081
20.8935   0.890145   -0.455678   0.890146   -0.455676
21.0827   0.788527   -0.615006   0.788528   -0.614998
21.272   0.658749   -0.752384   0.658753   -0.75236
21.4612   0.505441   -0.862925   0.505453   -0.862854
21.6505   0.334069   -0.942726   0.334104   -0.942536
21.8397   0.15073   -0.989034   0.150824   -0.988561
22.029   -0.0376764   -1.00008   -0.0378415   -0.999284
22.2183   -0.225092   -0.974653   -0.225156   -0.974323
22.4075   -0.404407   -0.914698   -0.40443   -0.914569
22.5968   -0.569254   -0.822203   -0.569262   -0.822156
22.786   -0.713764   -0.7004   -0.713766   -0.700384
22.9753   -0.832781   -0.553607   -0.832782   -0.553602
23.1645   -0.922058   -0.387052   -0.922059   -0.38705
23.3538   -0.978409   -0.206678   -0.978409   -0.206677
23.543   -0.999821   -0.0189242   -0.999821   -0.0189241
23.7323   -0.985529   0.169505   -0.985529   0.169505
23.9215   -0.936045   0.351881   -0.936045   0.351881
24.1108   -0.853134   0.521692   -0.853134   0.521692
24.3   -0.739758   0.672873   -0.739758   0.672873
24.4893   -0.599966   0.800025   -0.599966   0.800025
24.6785   -0.438749   0.89861   -0.438749   0.89861
24.8678   -0.261864   0.965105   -0.261864   0.965105
25.057   -0.0756287   0.997136   -0.0756287   0.997136
25.2463   0.113308   0.99356   0.113308   0.99356
25.4355   0.298198   0.954504   0.298198   0.954504
25.6248   0.47244   0.881363   0.47244   0.881363
25.8141   0.629811   0.776749   0.629811   0.776749
26.0033   0.764691   0.644397   0.764691   0.644397
26.1926   0.872265   0.489034   0.872265   0.489034
26.3818   0.94869   0.316208   0.94869   0.316208
26.5711   0.991238   0.13209   0.991238   0.13209
26.7603   0.998389   -0.0567454   0.998389   -0.0567453
26.9496   0.969887   -0.243554   0.969887   -0.243554
27.1388   0.906751   -0.421667   0.906752   -0.421665
27.3281   0.811235   -0.584725   0.811236   -0.584719
27.5173   0.686748   -0.726912   0.686751   -0.726892
27.7066   0.537733   -0.843167   0.537743   -0.843109
27.8958   0.369503   -0.929375   0.369532   -0.929218
28.0851   0.188047   -0.982541   0.188125   -0.982145
28.2743   -0.000198016   -1.00095   1.10218e-15   -1
28.4636   -0.188047   -0.982541   -0.188125   -0.982145
28.6528   -0.369503   -0.929375   -0.369532   -0.929218
28.8421   -0.537733   -0.843167   -0.537743   -0.843109
29.0313   -0.686748   -0.726912   -0.686751   -0.726892
29.2206   -0.811235   -0.584725   -0.811236   -0.584719
29.4098   -0.906751   -0.421667   -0.906752   -0.421665
29.5991   -0.969887   -0.243554   -0.969887   -0.243554
29.7884   -0.998389   -0.0567454   -0.998389   -0.0567453
29.9776   -0.991238   0.13209   -0.991238   0.13209
30.1669   -0.94869   0.316208   -0.94869   0.316208
30.3561   -0.872265   0.489034   -0.872265   0.489034
30.5454   -0.764691   0.644397   -0.764691   0.644397
30.7346   -0.629811   0.776749   -0.629811   0.776749
30.9239   -0.47244   0.881363   -0.47244   0.881363
31.1131   -0.298198   0.954504   -0.298198   0.954504
31.3024   -0.113308   0.99356   -0.113308   0.99356
31.4916   0.0756287   0.997136   0.0756287   0.997136
31.6809   0.261864   0.965105   0.261864   0.965105
31.8701   0.438749   0.89861   0.438749   0.89861
32.0594   0.599966   0.800025   0.599966   0.800025
32.2486   0.739758   0.672873   0.739758   0.672873
32.4379   0.853134   0.521692   0.853134   0.521692
32.6271   0.936045   0.351881   0.936045   0.351881
32.8164   0.985529   0.169505   0.985529   0.169505
33.0056   0.999821   -0.0189242   0.999821   -0.0189241
33.1949   0.978409   -0.206678   0.978409   -0.206677
33.3842   0.922058   -0.387052   0.922059   -0.38705
33.5734   0.832781   -0.553607   0.832782   -0.553602
33.7627   0.713764   -0.7004   0.713766   -0.700384
33.9519   0.569254   -0.822203   0.569262   -0.822156
34.1412   0.404407   -0.914698   0.40443   -0.914569
34.3304   0.225092   -0.974653   0.225156   -0.974323
34.5197   0.0376764   -1.00008   0.0378415   -0.999284
34.7089   -0.15073   -0.989034   -0.150824   -0.988561
34.8982   -0.334069   -0.942726   -0.334104   -0.942536
35.0874   -0.505441   -0.862925   -0.505453   -0.862854
35.2767   -0.658749   -0.752384   -0.658753   -0.75236
35.4659   -0.788527   -0.615006   -0.788528   -0.614998
35.6552   -0.890145   -0.455678   -0.890146   -0.455676
35.8444   -0.959976   -0.280082   -0.959976   -0.280081
36.0337   -0.995526   -0.0944853   -0.995526   -0.0944851
36.2229   -0.995526   0.0944851   -0.995526   0.0944851
36.4122   -0.959976   0.280081   -0.959976   0.280081
36.6014   -0.890146   0.455676   -0.890146   0.455676
36.7907   -0.788528   0.614998   -0.788528   0.614998
36.98   -0.658753   0.75236   -0.658753   0.75236
37.1692   -0.505453   0.862854   -0.505453   0.862854
37.3585   -0.334104   0.942536   -0.334104   0.942536
37.5477   -0.150824   0.988561   -0.150824   0.988561
37.737   0.0378415   0.999284   0.0378415   0.999284
37.9262   0.225156   0.974323   0.225156   0.974323
38.1155   0.40443   0.914569   0.40443   0.914569
38.3047   0.569262   0.822156   0.569262   0.822156
38.494   0.713766   0.700384   0.713766   0.700384
38.6832   0.832782   0.553602   0.832782   0.553602
38.8725   0.922059   0.38705   0.922059   0.38705
39.0617   0.978409   0.206677   0.978409   0.206677
39.251   0.999821   0.0189241   0.999821   0.0189241
39.4402   0.985529   -0.169505   0.985529   -0.169505
39.6295   0.936045   -0.351882   0.936045   -0.351881
39.8187   0.853134   -0.521695   0.853134   -0.521692
40.008   0.739757   -0.672885   0.739758   -0.672873
40.1972   0.59996   -0.800064   0.599966   -0.800025
40.3865   0.43873   -0.898716   0.438749   -0.89861
40.5758   0.261812   -0.96538   0.261864   -0.965105
40.765   0.0754914   -0.997808   0.0756287   -0.997136
40.9543   -0.113194   -0.994125   -0.113308   -0.99356
41.1435   -0.298155   -0.954733   -0.298198   -0.954504
41.3328   -0.472424   -0.88145   -0.47244   -0.881363
41.522   -0.629805   -0.77678   -0.629811   -0.776749
41.7113   -0.76469   -0.644407   -0.764691   -0.644397
41.9005   -0.872264   -0.489037   -0.872265   -0.489034
42.0898   -0.94869   -0.316208   -0.94869   -0.316208
42.279   -0.991238   -0.13209   -0.991238   -0.13209
42.4683   -0.998389   0.0567452   -0.998389   0.0567453
42.6575   -0.969887   0.243554   -0.969887   0.243554
42.8468   -0.906752   0.421665   -0.906752   0.421665
43.036   -0.811236   0.584719   -0.811236   0.584719
43.2253   -0.686751   0.726892   -0.686751   0.726892
43.4145   -0.537743   0.843109   -0.537743   0.843109
43.6038   -0.369532   0.929218   -0.369532   0.929218
43.793   -0.188125   0.982145   -0.188125   0.982145
43.9823   7.10543e-15   1   5.39092e-15   1
